web-scraper-order,web-scraper-start-url,Price_raw,City_raw,Discipline_raw,Title_raw,Description_raw
"1733932278-1830","https://www.ehorses.de/search?dum=dum&land=4?pn=355","10,000 € bis 15,000 €","Cegléd","Dressur","Toll Dressur wallach","KWPN, Wallach, 6 Jahre, 172 cm, Rappe"
"1733932278-1831","https://www.ehorses.de/search?dum=dum&land=4?pn=355","10,000 € bis 15,000 €","Cegléd","Dressur","Top stute zu hause","Hannoveraner, Stute, 5 Jahre, 165 cm, Dunkelbrauner"
"1733932278-1832","https://www.ehorses.de/search?dum=dum&land=4?pn=355","10,000 € bis 15,000 €","Cegléd","Dressur","4-Jahr exclusive Dressur stute","Hannoveraner, Stute, 4 Jahre, 168 cm, Rappe"
"1733932278-1833","https://www.ehorses.de/search?dum=dum&land=4?pn=355","14,900 €","Karlsfeld","Dressur - Freizeit","Bildschöne Stute, Dressur, in seltener Farbe mit top Abstammung!","Deutsches Sportpferd, Stute, 5 Jahre, 170 cm, Dunkelfuchs"
"1733932278-1834","https://www.ehorses.de/search?dum=dum&land=4?pn=355","4,300 € VB","Burgstall","Springen - Schau - Freizeit","Großrahmiger, typvoller Allrounder","Deutsches Sportpferd, Hengst, 1 Jahr, 172 cm, Brauner"
"1733932278-1835","https://www.ehorses.de/search?dum=dum&land=4?pn=355","4,400 € VB","Burgstall","Springen - Schau - Freizeit","Umgänglicher, gut gezogener Deutscher Sportpferde Jährling","Deutsches Sportpferd, Hengst, 1 Jahr, 168 cm, Brauner"
"1733932278-1836","https://www.ehorses.de/search?dum=dum&land=4?pn=355","12,500 € VB","Ehndorf","Gang
                
                    
                    Gestüt Heesberg","Deutschgezogener 4-Gangwallach","Islandpferd, Wallach, 5 Jahre, 137 cm, Rappschimmel"
"1733932278-1837","https://www.ehorses.de/search?dum=dum&land=4?pn=355","Preis auf Anfrage","München","Reining - Western allround - Western - Decken
                
                    
                    Nina Michalk","BEAUTIFUL STUD COLT YEARLING BY GUNNATRASHYA","American Quarter Horse, Hengst, 1 Jahr, Fuchs"
"1733932278-1838","https://www.ehorses.de/search?dum=dum&land=4?pn=355","Preis auf Anfrage","München","Western - Western allround - Working Equitation - Reining
                
                    
                    Nina Michalk","MRS. SMOKEY ! Sie ist der PERFEKTE ALLROUNDER!","American Quarter Horse, Stute, 2 Jahre, 153 cm, Brauner"
"1733932278-1839","https://www.ehorses.de/search?dum=dum&land=4?pn=355","Preis auf Anfrage","München","Reining - Western allround - Western
                
                    
                    Nina Michalk","FUTURITY PROSPECT - 2Y OLD STALLION BY GUNNATRASHYA","American Quarter Horse, Hengst, 2 Jahre, 155 cm, Fuchs"
"1733932278-1840","https://www.ehorses.de/search?dum=dum&land=4?pn=355","Preis auf Anfrage","München","Reining - Western allround - Versatility Ranch Horse - Western
                
                    
                    Nina Michalk","STUNNING 4 month old Filly","American Quarter Horse, Stute, , Dunkelbrauner"
"1733932280-1841","https://www.ehorses.de/search?dum=dum&land=4?pn=354","40,000 € bis 70,000 €","Sint-Martens-Lennik","Springen","","Holsteiner, Wallach, 7 Jahre, 169 cm, Schwarzbrauner"
"1733932280-1842","https://www.ehorses.de/search?dum=dum&land=4?pn=354","15,000 €","Meerhout","Dressur","","Belgisches Warmblut, Stute, 5 Jahre, 174 cm, Rappe"
"1733932280-1843","https://www.ehorses.de/search?dum=dum&land=4?pn=354","20,000 € bis 40,000 €","Pulheim","Dressur - Zucht - Springen - Freizeit
                
                    
                    Gestüt Geuchberg","Vielversprechender gekörter Hengst von Fusionist","Hannoveraner, Hengst, 4 Jahre, 168 cm, Brauner"
"1733932280-1844","https://www.ehorses.de/search?dum=dum&land=4?pn=354","7,900 €","Pedralba","Dressur - Working Equitation - Barock - Vielseitigkeit","","PRE, Hengst, 3 Jahre, 165 cm, Apfelschimmel"
"1733932280-1845","https://www.ehorses.de/search?dum=dum&land=4?pn=354","30,000 €","Coruche","Dressur - Schau - Barock - Zucht
                
                    
                    Horseliberty Lucia Amelie","","Lusitanos, Hengst, 4 Jahre, 161 cm, Schimmel"
"1733932280-1846","https://www.ehorses.de/search?dum=dum&land=4?pn=354","3,450 € VB","Achtmaal","Freizeit
                
                    
                    Stal Doorstap","","Sonstige Rassen, Stute, 12 Jahre, 163 cm, Fuchs"
"1733932280-1847","https://www.ehorses.de/search?dum=dum&land=4?pn=354","20,000 € bis 40,000 €","Lissabon","Dressur - Working Equitation - Zucht
                
                    
                    Udo Sauerzapf","Grossrahmiger Lusitano mit sehr viel Potential","Lusitanos, Hengst, 3 Jahre, 168 cm, Brauner"
"1733932280-1848","https://www.ehorses.de/search?dum=dum&land=4?pn=354","10,000 € bis 15,000 €","Cegléd","Dressur","Weihnachten Aktion","Hannoveraner, Wallach, 8 Jahre, 167 cm, Brauner"
"1733932280-1849","https://www.ehorses.de/search?dum=dum&land=4?pn=354","15,000 € bis 20,000 €","Cegléd","Springen - Hunter - Dressur","Verkauf eines außergewöhnlichen Sportpferdes","Deutsches Sportpferd, Wallach, 8 Jahre, 168 cm, Schimmel"
"1733932280-1850","https://www.ehorses.de/search?dum=dum&land=4?pn=354","10,000 € bis 15,000 €","Cegléd","Dressur","Toll Dressur wallach","KWPN, Wallach, 6 Jahre, 172 cm, Rappe"
"1733932280-1851","https://www.ehorses.de/search?dum=dum&land=4?pn=354","10,000 € bis 15,000 €","Cegléd","Dressur","Top stute zu hause","Hannoveraner, Stute, 5 Jahre, 165 cm, Dunkelbrauner"
"1733932280-1852","https://www.ehorses.de/search?dum=dum&land=4?pn=354","10,000 € bis 15,000 €","Cegléd","Dressur","4-Jahr exclusive Dressur stute","Hannoveraner, Stute, 4 Jahre, 168 cm, Rappe"
"1733932280-1853","https://www.ehorses.de/search?dum=dum&land=4?pn=354","14,900 €","Karlsfeld","Dressur - Freizeit","Bildschöne Stute, Dressur, in seltener Farbe mit top Abstammung!","Deutsches Sportpferd, Stute, 5 Jahre, 170 cm, Dunkelfuchs"
"1733932280-1854","https://www.ehorses.de/search?dum=dum&land=4?pn=354","4,300 € VB","Burgstall","Springen - Schau - Freizeit","Großrahmiger, typvoller Allrounder","Deutsches Sportpferd, Hengst, 1 Jahr, 172 cm, Brauner"
"1733932280-1855","https://www.ehorses.de/search?dum=dum&land=4?pn=354","4,400 € VB","Burgstall","Springen - Schau - Freizeit","Umgänglicher, gut gezogener Deutscher Sportpferde Jährling","Deutsches Sportpferd, Hengst, 1 Jahr, 168 cm, Brauner"
"1733932280-1856","https://www.ehorses.de/search?dum=dum&land=4?pn=354","12,500 € VB","Ehndorf","Gang
                
                    
                    Gestüt Heesberg","Deutschgezogener 4-Gangwallach","Islandpferd, Wallach, 5 Jahre, 137 cm, Rappschimmel"
"1733932280-1857","https://www.ehorses.de/search?dum=dum&land=4?pn=354","Preis auf Anfrage","München","Reining - Western allround - Western - Decken
                
                    
                    Nina Michalk","BEAUTIFUL STUD COLT YEARLING BY GUNNATRASHYA","American Quarter Horse, Hengst, 1 Jahr, Fuchs"
"1733932280-1858","https://www.ehorses.de/search?dum=dum&land=4?pn=354","Preis auf Anfrage","München","Western - Western allround - Working Equitation - Reining
                
                    
                    Nina Michalk","MRS. SMOKEY ! Sie ist der PERFEKTE ALLROUNDER!","American Quarter Horse, Stute, 2 Jahre, 153 cm, Brauner"
"1733932280-1859","https://www.ehorses.de/search?dum=dum&land=4?pn=354","Preis auf Anfrage","München","Reining - Western allround - Western
                
                    
                    Nina Michalk","FUTURITY PROSPECT - 2Y OLD STALLION BY GUNNATRASHYA","American Quarter Horse, Hengst, 2 Jahre, 155 cm, Fuchs"
"1733932280-1860","https://www.ehorses.de/search?dum=dum&land=4?pn=354","Preis auf Anfrage","München","Reining - Western allround - Versatility Ranch Horse - Western
                
                    
                    Nina Michalk","STUNNING 4 month old Filly","American Quarter Horse, Stute, , Dunkelbrauner"
"1733932283-1861","https://www.ehorses.de/search?dum=dum&land=4?pn=353","40,000 € bis 70,000 €","Sint-Martens-Lennik","Springen","","Holsteiner, Wallach, 7 Jahre, 169 cm, Schwarzbrauner"
"1733932283-1862","https://www.ehorses.de/search?dum=dum&land=4?pn=353","15,000 €","Meerhout","Dressur","","Belgisches Warmblut, Stute, 5 Jahre, 174 cm, Rappe"
"1733932283-1863","https://www.ehorses.de/search?dum=dum&land=4?pn=353","20,000 € bis 40,000 €","Pulheim","Dressur - Zucht - Springen - Freizeit
                
                    
                    Gestüt Geuchberg","Vielversprechender gekörter Hengst von Fusionist","Hannoveraner, Hengst, 4 Jahre, 168 cm, Brauner"
"1733932283-1864","https://www.ehorses.de/search?dum=dum&land=4?pn=353","7,900 €","Pedralba","Dressur - Working Equitation - Barock - Vielseitigkeit","","PRE, Hengst, 3 Jahre, 165 cm, Apfelschimmel"
"1733932283-1865","https://www.ehorses.de/search?dum=dum&land=4?pn=353","30,000 €","Coruche","Dressur - Schau - Barock - Zucht
                
                    
                    Horseliberty Lucia Amelie","","Lusitanos, Hengst, 4 Jahre, 161 cm, Schimmel"
"1733932283-1866","https://www.ehorses.de/search?dum=dum&land=4?pn=353","3,450 € VB","Achtmaal","Freizeit
                
                    
                    Stal Doorstap","","Sonstige Rassen, Stute, 12 Jahre, 163 cm, Fuchs"
"1733932283-1867","https://www.ehorses.de/search?dum=dum&land=4?pn=353","20,000 € bis 40,000 €","Lissabon","Dressur - Working Equitation - Zucht
                
                    
                    Udo Sauerzapf","Grossrahmiger Lusitano mit sehr viel Potential","Lusitanos, Hengst, 3 Jahre, 168 cm, Brauner"
"1733932283-1868","https://www.ehorses.de/search?dum=dum&land=4?pn=353","10,000 € bis 15,000 €","Cegléd","Dressur","Weihnachten Aktion","Hannoveraner, Wallach, 8 Jahre, 167 cm, Brauner"
"1733932283-1869","https://www.ehorses.de/search?dum=dum&land=4?pn=353","15,000 € bis 20,000 €","Cegléd","Springen - Hunter - Dressur","Verkauf eines außergewöhnlichen Sportpferdes","Deutsches Sportpferd, Wallach, 8 Jahre, 168 cm, Schimmel"
"1733932283-1870","https://www.ehorses.de/search?dum=dum&land=4?pn=353","10,000 € bis 15,000 €","Cegléd","Dressur","Toll Dressur wallach","KWPN, Wallach, 6 Jahre, 172 cm, Rappe"
"1733932283-1871","https://www.ehorses.de/search?dum=dum&land=4?pn=353","10,000 € bis 15,000 €","Cegléd","Dressur","Top stute zu hause","Hannoveraner, Stute, 5 Jahre, 165 cm, Dunkelbrauner"
"1733932283-1872","https://www.ehorses.de/search?dum=dum&land=4?pn=353","10,000 € bis 15,000 €","Cegléd","Dressur","4-Jahr exclusive Dressur stute","Hannoveraner, Stute, 4 Jahre, 168 cm, Rappe"
"1733932283-1873","https://www.ehorses.de/search?dum=dum&land=4?pn=353","14,900 €","Karlsfeld","Dressur - Freizeit","Bildschöne Stute, Dressur, in seltener Farbe mit top Abstammung!","Deutsches Sportpferd, Stute, 5 Jahre, 170 cm, Dunkelfuchs"
"1733932283-1874","https://www.ehorses.de/search?dum=dum&land=4?pn=353","4,300 € VB","Burgstall","Springen - Schau - Freizeit","Großrahmiger, typvoller Allrounder","Deutsches Sportpferd, Hengst, 1 Jahr, 172 cm, Brauner"
"1733932283-1875","https://www.ehorses.de/search?dum=dum&land=4?pn=353","4,400 € VB","Burgstall","Springen - Schau - Freizeit","Umgänglicher, gut gezogener Deutscher Sportpferde Jährling","Deutsches Sportpferd, Hengst, 1 Jahr, 168 cm, Brauner"
"1733932283-1876","https://www.ehorses.de/search?dum=dum&land=4?pn=353","12,500 € VB","Ehndorf","Gang
                
                    
                    Gestüt Heesberg","Deutschgezogener 4-Gangwallach","Islandpferd, Wallach, 5 Jahre, 137 cm, Rappschimmel"
"1733932283-1877","https://www.ehorses.de/search?dum=dum&land=4?pn=353","Preis auf Anfrage","München","Reining - Western allround - Western - Decken
                
                    
                    Nina Michalk","BEAUTIFUL STUD COLT YEARLING BY GUNNATRASHYA","American Quarter Horse, Hengst, 1 Jahr, Fuchs"
"1733932283-1878","https://www.ehorses.de/search?dum=dum&land=4?pn=353","Preis auf Anfrage","München","Western - Western allround - Working Equitation - Reining
                
                    
                    Nina Michalk","MRS. SMOKEY ! Sie ist der PERFEKTE ALLROUNDER!","American Quarter Horse, Stute, 2 Jahre, 153 cm, Brauner"
"1733932283-1879","https://www.ehorses.de/search?dum=dum&land=4?pn=353","Preis auf Anfrage","München","Reining - Western allround - Western
                
                    
                    Nina Michalk","FUTURITY PROSPECT - 2Y OLD STALLION BY GUNNATRASHYA","American Quarter Horse, Hengst, 2 Jahre, 155 cm, Fuchs"
"1733932283-1880","https://www.ehorses.de/search?dum=dum&land=4?pn=353","Preis auf Anfrage","München","Reining - Western allround - Versatility Ranch Horse - Western
                
                    
                    Nina Michalk","STUNNING 4 month old Filly","American Quarter Horse, Stute, , Dunkelbrauner"
"1733932285-1881","https://www.ehorses.de/search?dum=dum&land=4?pn=352","40,000 € bis 70,000 €","Sint-Martens-Lennik","Springen","","Holsteiner, Wallach, 7 Jahre, 169 cm, Schwarzbrauner"
"1733932285-1882","https://www.ehorses.de/search?dum=dum&land=4?pn=352","15,000 €","Meerhout","Dressur","","Belgisches Warmblut, Stute, 5 Jahre, 174 cm, Rappe"
"1733932285-1883","https://www.ehorses.de/search?dum=dum&land=4?pn=352","20,000 € bis 40,000 €","Pulheim","Dressur - Zucht - Springen - Freizeit
                
                    
                    Gestüt Geuchberg","Vielversprechender gekörter Hengst von Fusionist","Hannoveraner, Hengst, 4 Jahre, 168 cm, Brauner"
"1733932285-1884","https://www.ehorses.de/search?dum=dum&land=4?pn=352","7,900 €","Pedralba","Dressur - Working Equitation - Barock - Vielseitigkeit","","PRE, Hengst, 3 Jahre, 165 cm, Apfelschimmel"
"1733932285-1885","https://www.ehorses.de/search?dum=dum&land=4?pn=352","30,000 €","Coruche","Dressur - Schau - Barock - Zucht
                
                    
                    Horseliberty Lucia Amelie","","Lusitanos, Hengst, 4 Jahre, 161 cm, Schimmel"
"1733932285-1886","https://www.ehorses.de/search?dum=dum&land=4?pn=352","3,450 € VB","Achtmaal","Freizeit
                
                    
                    Stal Doorstap","","Sonstige Rassen, Stute, 12 Jahre, 163 cm, Fuchs"
"1733932285-1887","https://www.ehorses.de/search?dum=dum&land=4?pn=352","20,000 € bis 40,000 €","Lissabon","Dressur - Working Equitation - Zucht
                
                    
                    Udo Sauerzapf","Grossrahmiger Lusitano mit sehr viel Potential","Lusitanos, Hengst, 3 Jahre, 168 cm, Brauner"
"1733932285-1888","https://www.ehorses.de/search?dum=dum&land=4?pn=352","10,000 € bis 15,000 €","Cegléd","Dressur","Weihnachten Aktion","Hannoveraner, Wallach, 8 Jahre, 167 cm, Brauner"
"1733932285-1889","https://www.ehorses.de/search?dum=dum&land=4?pn=352","15,000 € bis 20,000 €","Cegléd","Springen - Hunter - Dressur","Verkauf eines außergewöhnlichen Sportpferdes","Deutsches Sportpferd, Wallach, 8 Jahre, 168 cm, Schimmel"
"1733932285-1890","https://www.ehorses.de/search?dum=dum&land=4?pn=352","10,000 € bis 15,000 €","Cegléd","Dressur","Toll Dressur wallach","KWPN, Wallach, 6 Jahre, 172 cm, Rappe"
"1733932285-1891","https://www.ehorses.de/search?dum=dum&land=4?pn=352","10,000 € bis 15,000 €","Cegléd","Dressur","Top stute zu hause","Hannoveraner, Stute, 5 Jahre, 165 cm, Dunkelbrauner"
"1733932285-1892","https://www.ehorses.de/search?dum=dum&land=4?pn=352","10,000 € bis 15,000 €","Cegléd","Dressur","4-Jahr exclusive Dressur stute","Hannoveraner, Stute, 4 Jahre, 168 cm, Rappe"
"1733932285-1893","https://www.ehorses.de/search?dum=dum&land=4?pn=352","14,900 €","Karlsfeld","Dressur - Freizeit","Bildschöne Stute, Dressur, in seltener Farbe mit top Abstammung!","Deutsches Sportpferd, Stute, 5 Jahre, 170 cm, Dunkelfuchs"
"1733932285-1894","https://www.ehorses.de/search?dum=dum&land=4?pn=352","4,300 € VB","Burgstall","Springen - Schau - Freizeit","Großrahmiger, typvoller Allrounder","Deutsches Sportpferd, Hengst, 1 Jahr, 172 cm, Brauner"
"1733932285-1895","https://www.ehorses.de/search?dum=dum&land=4?pn=352","4,400 € VB","Burgstall","Springen - Schau - Freizeit","Umgänglicher, gut gezogener Deutscher Sportpferde Jährling","Deutsches Sportpferd, Hengst, 1 Jahr, 168 cm, Brauner"
"1733932285-1896","https://www.ehorses.de/search?dum=dum&land=4?pn=352","12,500 € VB","Ehndorf","Gang
                
                    
                    Gestüt Heesberg","Deutschgezogener 4-Gangwallach","Islandpferd, Wallach, 5 Jahre, 137 cm, Rappschimmel"
"1733932285-1897","https://www.ehorses.de/search?dum=dum&land=4?pn=352","Preis auf Anfrage","München","Reining - Western allround - Western - Decken
                
                    
                    Nina Michalk","BEAUTIFUL STUD COLT YEARLING BY GUNNATRASHYA","American Quarter Horse, Hengst, 1 Jahr, Fuchs"
"1733932285-1898","https://www.ehorses.de/search?dum=dum&land=4?pn=352","Preis auf Anfrage","München","Western - Western allround - Working Equitation - Reining
                
                    
                    Nina Michalk","MRS. SMOKEY ! Sie ist der PERFEKTE ALLROUNDER!","American Quarter Horse, Stute, 2 Jahre, 153 cm, Brauner"
"1733932285-1899","https://www.ehorses.de/search?dum=dum&land=4?pn=352","Preis auf Anfrage","München","Reining - Western allround - Western
                
                    
                    Nina Michalk","FUTURITY PROSPECT - 2Y OLD STALLION BY GUNNATRASHYA","American Quarter Horse, Hengst, 2 Jahre, 155 cm, Fuchs"
"1733932285-1900","https://www.ehorses.de/search?dum=dum&land=4?pn=352","Preis auf Anfrage","München","Reining - Western allround - Versatility Ranch Horse - Western
                
                    
                    Nina Michalk","STUNNING 4 month old Filly","American Quarter Horse, Stute, , Dunkelbrauner"
"1733932288-1901","https://www.ehorses.de/search?dum=dum&land=4?pn=351","40,000 € bis 70,000 €","Sint-Martens-Lennik","Springen","","Holsteiner, Wallach, 7 Jahre, 169 cm, Schwarzbrauner"
"1733932288-1902","https://www.ehorses.de/search?dum=dum&land=4?pn=351","15,000 €","Meerhout","Dressur","","Belgisches Warmblut, Stute, 5 Jahre, 174 cm, Rappe"
"1733932288-1903","https://www.ehorses.de/search?dum=dum&land=4?pn=351","20,000 € bis 40,000 €","Pulheim","Dressur - Zucht - Springen - Freizeit
                
                    
                    Gestüt Geuchberg","Vielversprechender gekörter Hengst von Fusionist","Hannoveraner, Hengst, 4 Jahre, 168 cm, Brauner"
"1733932288-1904","https://www.ehorses.de/search?dum=dum&land=4?pn=351","7,900 €","Pedralba","Dressur - Working Equitation - Barock - Vielseitigkeit","","PRE, Hengst, 3 Jahre, 165 cm, Apfelschimmel"
"1733932288-1905","https://www.ehorses.de/search?dum=dum&land=4?pn=351","30,000 €","Coruche","Dressur - Schau - Barock - Zucht
                
                    
                    Horseliberty Lucia Amelie","","Lusitanos, Hengst, 4 Jahre, 161 cm, Schimmel"
"1733932288-1906","https://www.ehorses.de/search?dum=dum&land=4?pn=351","3,450 € VB","Achtmaal","Freizeit
                
                    
                    Stal Doorstap","","Sonstige Rassen, Stute, 12 Jahre, 163 cm, Fuchs"
"1733932288-1907","https://www.ehorses.de/search?dum=dum&land=4?pn=351","20,000 € bis 40,000 €","Lissabon","Dressur - Working Equitation - Zucht
                
                    
                    Udo Sauerzapf","Grossrahmiger Lusitano mit sehr viel Potential","Lusitanos, Hengst, 3 Jahre, 168 cm, Brauner"
"1733932288-1908","https://www.ehorses.de/search?dum=dum&land=4?pn=351","10,000 € bis 15,000 €","Cegléd","Dressur","Weihnachten Aktion","Hannoveraner, Wallach, 8 Jahre, 167 cm, Brauner"
"1733932288-1909","https://www.ehorses.de/search?dum=dum&land=4?pn=351","15,000 € bis 20,000 €","Cegléd","Springen - Hunter - Dressur","Verkauf eines außergewöhnlichen Sportpferdes","Deutsches Sportpferd, Wallach, 8 Jahre, 168 cm, Schimmel"
"1733932288-1910","https://www.ehorses.de/search?dum=dum&land=4?pn=351","10,000 € bis 15,000 €","Cegléd","Dressur","Toll Dressur wallach","KWPN, Wallach, 6 Jahre, 172 cm, Rappe"
"1733932288-1911","https://www.ehorses.de/search?dum=dum&land=4?pn=351","10,000 € bis 15,000 €","Cegléd","Dressur","Top stute zu hause","Hannoveraner, Stute, 5 Jahre, 165 cm, Dunkelbrauner"
"1733932288-1912","https://www.ehorses.de/search?dum=dum&land=4?pn=351","10,000 € bis 15,000 €","Cegléd","Dressur","4-Jahr exclusive Dressur stute","Hannoveraner, Stute, 4 Jahre, 168 cm, Rappe"
"1733932288-1913","https://www.ehorses.de/search?dum=dum&land=4?pn=351","14,900 €","Karlsfeld","Dressur - Freizeit","Bildschöne Stute, Dressur, in seltener Farbe mit top Abstammung!","Deutsches Sportpferd, Stute, 5 Jahre, 170 cm, Dunkelfuchs"
"1733932288-1914","https://www.ehorses.de/search?dum=dum&land=4?pn=351","4,300 € VB","Burgstall","Springen - Schau - Freizeit","Großrahmiger, typvoller Allrounder","Deutsches Sportpferd, Hengst, 1 Jahr, 172 cm, Brauner"
"1733932288-1915","https://www.ehorses.de/search?dum=dum&land=4?pn=351","4,400 € VB","Burgstall","Springen - Schau - Freizeit","Umgänglicher, gut gezogener Deutscher Sportpferde Jährling","Deutsches Sportpferd, Hengst, 1 Jahr, 168 cm, Brauner"
"1733932288-1916","https://www.ehorses.de/search?dum=dum&land=4?pn=351","12,500 € VB","Ehndorf","Gang
                
                    
                    Gestüt Heesberg","Deutschgezogener 4-Gangwallach","Islandpferd, Wallach, 5 Jahre, 137 cm, Rappschimmel"
"1733932288-1917","https://www.ehorses.de/search?dum=dum&land=4?pn=351","Preis auf Anfrage","München","Reining - Western allround - Western - Decken
                
                    
                    Nina Michalk","BEAUTIFUL STUD COLT YEARLING BY GUNNATRASHYA","American Quarter Horse, Hengst, 1 Jahr, Fuchs"
"1733932288-1918","https://www.ehorses.de/search?dum=dum&land=4?pn=351","Preis auf Anfrage","München","Western - Western allround - Working Equitation - Reining
                
                    
                    Nina Michalk","MRS. SMOKEY ! Sie ist der PERFEKTE ALLROUNDER!","American Quarter Horse, Stute, 2 Jahre, 153 cm, Brauner"
"1733932288-1919","https://www.ehorses.de/search?dum=dum&land=4?pn=351","Preis auf Anfrage","München","Reining - Western allround - Western
                
                    
                    Nina Michalk","FUTURITY PROSPECT - 2Y OLD STALLION BY GUNNATRASHYA","American Quarter Horse, Hengst, 2 Jahre, 155 cm, Fuchs"
"1733932288-1920","https://www.ehorses.de/search?dum=dum&land=4?pn=351","Preis auf Anfrage","München","Reining - Western allround - Versatility Ranch Horse - Western
                
                    
                    Nina Michalk","STUNNING 4 month old Filly","American Quarter Horse, Stute, , Dunkelbrauner"
"1733932291-1921","https://www.ehorses.de/search?dum=dum&land=4?pn=350","40,000 € bis 70,000 €","Sint-Martens-Lennik","Springen","","Holsteiner, Wallach, 7 Jahre, 169 cm, Schwarzbrauner"
"1733932291-1922","https://www.ehorses.de/search?dum=dum&land=4?pn=350","15,000 €","Meerhout","Dressur","","Belgisches Warmblut, Stute, 5 Jahre, 174 cm, Rappe"
"1733932291-1923","https://www.ehorses.de/search?dum=dum&land=4?pn=350","20,000 € bis 40,000 €","Pulheim","Dressur - Zucht - Springen - Freizeit
                
                    
                    Gestüt Geuchberg","Vielversprechender gekörter Hengst von Fusionist","Hannoveraner, Hengst, 4 Jahre, 168 cm, Brauner"
"1733932291-1924","https://www.ehorses.de/search?dum=dum&land=4?pn=350","7,900 €","Pedralba","Dressur - Working Equitation - Barock - Vielseitigkeit","","PRE, Hengst, 3 Jahre, 165 cm, Apfelschimmel"
"1733932291-1925","https://www.ehorses.de/search?dum=dum&land=4?pn=350","30,000 €","Coruche","Dressur - Schau - Barock - Zucht
                
                    
                    Horseliberty Lucia Amelie","","Lusitanos, Hengst, 4 Jahre, 161 cm, Schimmel"
"1733932291-1926","https://www.ehorses.de/search?dum=dum&land=4?pn=350","3,450 € VB","Achtmaal","Freizeit
                
                    
                    Stal Doorstap","","Sonstige Rassen, Stute, 12 Jahre, 163 cm, Fuchs"
"1733932291-1927","https://www.ehorses.de/search?dum=dum&land=4?pn=350","20,000 € bis 40,000 €","Lissabon","Dressur - Working Equitation - Zucht
                
                    
                    Udo Sauerzapf","Grossrahmiger Lusitano mit sehr viel Potential","Lusitanos, Hengst, 3 Jahre, 168 cm, Brauner"
"1733932291-1928","https://www.ehorses.de/search?dum=dum&land=4?pn=350","10,000 € bis 15,000 €","Cegléd","Dressur","Weihnachten Aktion","Hannoveraner, Wallach, 8 Jahre, 167 cm, Brauner"
"1733932291-1929","https://www.ehorses.de/search?dum=dum&land=4?pn=350","15,000 € bis 20,000 €","Cegléd","Springen - Hunter - Dressur","Verkauf eines außergewöhnlichen Sportpferdes","Deutsches Sportpferd, Wallach, 8 Jahre, 168 cm, Schimmel"
"1733932291-1930","https://www.ehorses.de/search?dum=dum&land=4?pn=350","10,000 € bis 15,000 €","Cegléd","Dressur","Toll Dressur wallach","KWPN, Wallach, 6 Jahre, 172 cm, Rappe"
"1733932291-1931","https://www.ehorses.de/search?dum=dum&land=4?pn=350","10,000 € bis 15,000 €","Cegléd","Dressur","Top stute zu hause","Hannoveraner, Stute, 5 Jahre, 165 cm, Dunkelbrauner"
"1733932291-1932","https://www.ehorses.de/search?dum=dum&land=4?pn=350","10,000 € bis 15,000 €","Cegléd","Dressur","4-Jahr exclusive Dressur stute","Hannoveraner, Stute, 4 Jahre, 168 cm, Rappe"
"1733932291-1933","https://www.ehorses.de/search?dum=dum&land=4?pn=350","14,900 €","Karlsfeld","Dressur - Freizeit","Bildschöne Stute, Dressur, in seltener Farbe mit top Abstammung!","Deutsches Sportpferd, Stute, 5 Jahre, 170 cm, Dunkelfuchs"
"1733932291-1934","https://www.ehorses.de/search?dum=dum&land=4?pn=350","4,300 € VB","Burgstall","Springen - Schau - Freizeit","Großrahmiger, typvoller Allrounder","Deutsches Sportpferd, Hengst, 1 Jahr, 172 cm, Brauner"
"1733932291-1935","https://www.ehorses.de/search?dum=dum&land=4?pn=350","4,400 € VB","Burgstall","Springen - Schau - Freizeit","Umgänglicher, gut gezogener Deutscher Sportpferde Jährling","Deutsches Sportpferd, Hengst, 1 Jahr, 168 cm, Brauner"
"1733932291-1936","https://www.ehorses.de/search?dum=dum&land=4?pn=350","12,500 € VB","Ehndorf","Gang
                
                    
                    Gestüt Heesberg","Deutschgezogener 4-Gangwallach","Islandpferd, Wallach, 5 Jahre, 137 cm, Rappschimmel"
"1733932291-1937","https://www.ehorses.de/search?dum=dum&land=4?pn=350","Preis auf Anfrage","München","Reining - Western allround - Western - Decken
                
                    
                    Nina Michalk","BEAUTIFUL STUD COLT YEARLING BY GUNNATRASHYA","American Quarter Horse, Hengst, 1 Jahr, Fuchs"
"1733932291-1938","https://www.ehorses.de/search?dum=dum&land=4?pn=350","Preis auf Anfrage","München","Western - Western allround - Working Equitation - Reining
                
                    
                    Nina Michalk","MRS. SMOKEY ! Sie ist der PERFEKTE ALLROUNDER!","American Quarter Horse, Stute, 2 Jahre, 153 cm, Brauner"
"1733932291-1939","https://www.ehorses.de/search?dum=dum&land=4?pn=350","Preis auf Anfrage","München","Reining - Western allround - Western
                
                    
                    Nina Michalk","FUTURITY PROSPECT - 2Y OLD STALLION BY GUNNATRASHYA","American Quarter Horse, Hengst, 2 Jahre, 155 cm, Fuchs"
"1733932291-1940","https://www.ehorses.de/search?dum=dum&land=4?pn=350","Preis auf Anfrage","München","Reining - Western allround - Versatility Ranch Horse - Western
                
                    
                    Nina Michalk","STUNNING 4 month old Filly","American Quarter Horse, Stute, , Dunkelbrauner"
"1733932293-1941","https://www.ehorses.de/search?dum=dum&land=4?pn=349","40,000 € bis 70,000 €","Sint-Martens-Lennik","Springen","","Holsteiner, Wallach, 7 Jahre, 169 cm, Schwarzbrauner"
